Obs,station,DD,reach,runjday,avgrunjd,period,year,season,month,day,sampling,NO3,NH4,SRP,Q,deltaQ,w,rchw,L,area,NO3load,LNO3prop,NO3dwnup,LNO3pred,LNO3PO,LNO3OP,LNO3dif,delNO3L,NO3eff,UNO3
558,13,195.59,5,2149,2148.166667,1,1991,4autumn,11,20,93,0.05,0.005,0.006,21.78,7.42,60.6,50.8,29.2,1482262,94.09,1,1.08,131.73,1.4,0.71,-37.64,7.24,0.08,4.88
559,7,0,,2175,2176.166667,1,1991,1winter,12,16,94,0.5,0.06,0.01,2.1,,8.9,,,,90.72,0.49,,,,,,,,
560,9,42.34,1,2176,2176.166667,1,1991,1winter,12,17,94,0.61,0.005,0.007,4.2,2.1,28.5,18.7,44.9,839303,221.36,1.19,2.44,181.44,0.82,1.22,39.92,130.64,1.44,155.65
561,10,70.99,2,2176,2176.166667,1,1991,1winter,12,17,94,0.53,0.03,0.018,4.4,0.196,25.7,27.1,19.9,539223,201.48,1.08,0.91,231.9,1.15,0.87,-30.41,-19.87,-0.09,-36.85
562,11,86.71,3,2176,2176.166667,1,1991,1winter,12,17,94,0.41,0.005,0.013,7,2.604,42.4,34.1,24.4,830947,247.97,1.33,1.23,320.54,1.29,0.77,-72.58,46.48,0.23,55.94
563,12,175.05,4,2177,2176.166667,1,1991,1winter,12,18,94,0.2,0.005,0.011,10.64,3.64,40.8,41.6,78.6,3269462,183.86,0.99,0.74,376.91,2.05,0.49,-193.05,-64.11,-0.26,-19.61
564,13,195.59,5,2177,2176.166667,1,1991,1winter,12,18,94,0.14,0.005,0.009,15.4,4.76,59.7,50.2,29.2,1466290,186.28,1,1.01,266.11,1.43,0.7,-79.83,2.42,0.01,1.65
565,7,0,,2203,2204.166667,1,1992,1winter,1,13,95,0.27,0.02,0.01,2.41,,8.9,,,,56.22,0.25,,,,,,,,
566,9,42.34,1,2204,2204.166667,1,1992,1winter,1,14,95,0.41,0.005,0.005,3.64,1.232,28.4,18.6,44.9,836686,128.94,0.58,2.29,84.91,0.66,1.52,44.03,72.72,1.29,86.92
567,10,70.99,2,2204,2204.166667,1,1992,1winter,1,14,95,0.42,0.03,0.013,5.12,1.484,25.8,27.1,19.9,539284,185.79,0.83,1.44,181.37,0.98,1.02,4.42,56.85,0.44,105.42
568,11,86.71,3,2204,2204.166667,1,1992,1winter,1,14,95,0.31,0.005,0.011,5.32,0.196,41,33.4,24.4,815266,142.49,0.64,0.77,193.05,1.35,0.74,-50.56,-43.3,-0.23,-53.12
569,12,175.05,4,2205,2204.166667,1,1992,1winter,1,15,95,0.2,0.005,0.011,11.93,6.608,40.9,41,78.6,3218588,206.15,0.92,1.45,319.53,1.55,0.65,-113.38,63.66,0.45,19.78
570,13,195.59,5,2205,2204.166667,1,1992,1winter,1,15,95,0.14,0.005,0.009,18.45,6.524,60.1,50.5,29.2,1474717,223.17,1,1.08,318.82,1.43,0.7,-95.64,17.02,0.08,11.54
571,7,0,,2235,2232.833333,1,1992,1winter,2,14,96,0.38,0.04,0.01,2.16,,8.9,,,,70.92,0.38,,,,,,,,
572,9,42.34,1,2232,2232.833333,1,1992,1winter,2,11,96,0.42,0.005,0.005,4.93,2.772,28.6,18.8,44.9,842715,178.9,0.96,2.52,161.86,0.9,1.11,17.04,107.98,1.52,128.14
573,10,70.99,2,2232,2232.833333,1,1992,1winter,2,11,96,0.4,0.02,0.011,6.13,1.204,25.9,27.2,19.9,542651,211.85,1.13,1.18,222.45,1.05,0.95,-10.59,32.95,0.18,60.73
574,11,86.71,3,2232,2232.833333,1,1992,1winter,2,11,96,0.31,0.03,0.013,8.09,1.96,42.9,34.4,24.4,838397,216.68,1.16,1.02,279.59,1.29,0.78,-62.91,4.83,0.02,5.76
575,12,175.05,4,2233,2232.833333,1,1992,1winter,2,12,96,0.18,0.005,0.015,12.57,4.48,40.9,41.9,78.6,3291745,195.49,1.05,0.9,336.67,1.72,0.58,-141.19,-21.19,-0.1,-6.44
576,13,195.59,5,2233,2232.833333,1,1992,1winter,2,12,96,0.11,0.005,0.01,19.68,7.112,60.3,50.6,29.2,1477646,187.04,1,0.96,306.06,1.64,0.61,-119.02,-8.45,-0.04,-5.72
577,7,0,,2259,2260,1,1992,2spring,3,9,97,0.18,0.03,0.001,2.63,,8.9,,,,40.9,2.12,,,,,,,,
578,9,70.99,1,2260,2260,1,1992,2spring,3,10,97,0.31,0.005,0.002,5.01,2.38,28.6,18.8,19.9,374039,134.19,6.96,3.28,77.92,0.58,1.72,56.27,93.29,2.28,249.4
579,10,86.71,2,2260,2260,1,1992,2spring,3,10,97,0.3,0.01,0.008,6.16,1.15,25.9,27.3,44.9,1223544,159.67,8.28,1.19,164.99,1.03,0.97,-5.32,25.48,0.19,20.82
580,11,42.34,3,2259,2260,1,1992,2spring,3,9,97,0.14,0.005,0.004,9.52,3.36,43.1,34.5,24.4,841801,115.15,5.97,0.72,246.76,2.14,0.47,-131.6,-44.51,-0.28,-52.88
581,12,175.05,4,2261,2260,1,1992,2spring,3,11,97,0.005,0.005,0.009,14.22,4.7,41,42.1,78.6,3304754,6.14,0.32,0.05,172.01,28,0.04,-165.86,-109.01,-0.95,-32.99
582,13,195.59,5,2261,2260,1,1992,2spring,3,11,97,0.01,0.005,0.007,22.32,8.1,60.6,50.8,29.2,1483138,19.28,1,3.14,9.64,0.5,2,9.64,13.14,2.14,8.86
583,7,0,,2288,2288.666667,1,1992,2spring,4,7,98,0.05,0.03,0.01,2.44,,8.9,,,,10.54,0.25,,,,,,,,
584,9,42.34,1,2289,2288.666667,1,1992,2spring,4,8,98,0.22,0.01,0.004,4.68,2.24,28.6,18.7,44.9,841547,88.96,2.12,8.44,20.22,0.23,4.4,68.74,78.42,7.44,93.18
585,10,70.99,2,2288,2288.666667,1,1992,2spring,4,7,98,0.14,0.02,0.01,5.82,1.148,25.9,27.2,19.9,541993,70.4,1.67,0.79,110.63,1.57,0.64,-40.23,-18.56,-0.21,-34.24
586,11,86.71,3,2289,2288.666667,1,1992,2spring,4,8,98,0.05,0.005,0.009,9.77,3.948,43.2,34.5,24.4,841981,42.21,1,0.6,118.18,2.8,0.36,-75.97,-28.19,-0.4,-33.48
587,12,175.05,4,2289,2288.666667,1,1992,2spring,4,8,98,0.005,0.005,0.009,13.89,4.116,41,42.1,78.6,3305632,6,0.14,0.14,60,10,0.1,-54,-36.21,-0.86,-10.95
588,13,195.59,5,2289,2288.666667,1,1992,2spring,4,8,98,0.02,0.01,0.008,24.33,10.444,60.9,50.9,29.2,1486258,42.04,1,7.01,10.51,0.25,4,31.53,36.04,6.01,24.25
589,7,0,,2301,2302.166667,1,1992,2spring,4,20,99,0.04,0.04,0.01,2.24,,8.9,,,,7.74,0.11,,,,,,,,
590,9,42.34,1,2302,2302.166667,1,1992,2spring,4,21,99,0.12,0.005,0.004,4.14,1.904,28.5,18.7,44.9,839023,42.92,0.59,5.54,14.31,0.33,3,28.62,35.18,4.54,41.93
591,10,70.99,2,2302,2302.166667,1,1992,2spring,4,21,99,0.04,0.005,0.004,5.07,0.924,25.8,27.1,19.9,540263,17.52,0.24,0.41,52.57,3,0.33,-35.04,-25.4,-0.59,-47.02
592,11,86.71,3,2302,2302.166667,1,1992,2spring,4,21,99,0.03,0.005,0.008,10.11,5.04,43.2,34.5,24.4,841655,26.21,0.36,1.5,34.94,1.33,0.75,-8.74,8.68,0.5,10.32
593,12,175.05,4,2303,2302.166667,1,1992,2spring,4,22,99,0.005,0.005,0.034,13.83,3.724,41,42.1,78.6,3306932,5.97,0.08,0.23,35.85,6,0.17,-29.87,-20.23,-0.77,-6.12
594,13,195.59,5,2303,2302.166667,1,1992,2spring,4,22,99,0.03,0.005,0.016,28.28,14.448,61.2,51.1,29.2,1491872,73.3,1,12.27,12.22,0.17,6,61.08,67.33,11.27,45.13
595,7,0,,2316,2316.333333,1,1992,2spring,5,5,100,0.03,0.01,0.02,3.14,,8.9,,,,8.14,0.15,,,,,,,,
596,9,42.34,1,2316,2316.333333,1,1992,2spring,5,5,100,0.03,0.005,0.003,4.17,1.036,28.5,18.7,44.9,839163,10.81,0.2,1.33,10.81,1,1,0,2.67,0.33,3.18
597,10,70.99,2,2316,2316.333333,1,1992,2spring,5,5,100,0.03,0.005,0.006,5.24,1.064,25.8,27.1,19.9,540509,13.58,0.25,1.26,13.58,1,1,0,2.77,0.26,5.13
598,11,86.71,3,2316,2316.333333,1,1992,2spring,5,5,100,0.02,0.005,0.011,9.13,3.892,43.1,34.4,24.4,840415,15.78,0.29,1.16,23.66,1.5,0.67,-7.89,2.19,0.16,2.61
599,12,175.05,4,2317,2316.333333,1,1992,2spring,5,6,100,0.005,0.005,0.027,10.42,1.288,40.7,41.9,78.6,3293565,4.5,0.08,0.29,18.01,4,0.25,-13.5,-11.28,-0.71,-3.42
600,13,195.59,5,2317,2316.333333,1,1992,2spring,5,6,100,0.02,0.005,0.013,31.92,21.504,61.6,51.1,29.2,1493196,55.16,1,12.25,13.79,0.25,4,41.37,50.66,11.25,33.92
601,7,0,,2329,2330.166667,1,1992,2spring,5,18,101,0.04,0.02,0.01,1.32,,8.9,,,,4.56,0.06,,,,,,,,
602,9,42.34,1,2330,2330.166667,1,1992,2spring,5,19,101,0.2,0.005,0.006,0.92,-0.392,27.8,18.4,44.9,823945,15.9,0.22,3.48,3.18,0.2,5,12.72,11.34,2.48,13.76
603,10,70.99,2,2330,2330.166667,1,1992,2spring,5,19,101,0.02,0.005,0.013,0.9,-0.028,16.1,21.9,19.9,436742,1.56,0.02,0.1,15.55,10,0.1,-14,-14.34,-0.9,-32.84
604,11,86.71,3,2330,2330.166667,1,1992,2spring,5,19,101,0.02,0.005,0.026,3.5,2.604,37,26.5,24.4,647636,6.05,0.08,3.89,6.05,1,1,0,4.49,2.89,6.94
605,12,175.05,4,2331,2330.166667,1,1992,2spring,5,20,101,0.05,0.02,0.009,4.28,0.784,35.8,36.4,78.6,2860504,18.49,0.26,3.06,7.4,0.4,2.5,11.09,12.44,2.06,4.35
606,13,195.59,5,2331,2330.166667,1,1992,2spring,5,20,101,0.04,0.005,0.009,20.72,16.436,60.4,48.1,29.2,1404597,71.61,1,3.87,89.51,1.25,0.8,-17.9,53.12,2.87,37.82
607,7,0,,2350,2351,1,1992,2spring,6,8,102,0.03,0.01,0.04,0.78,,8.9,,,,2.02,0.09,,,,,,,,
608,9,42.34,1,2351,2351,1,1992,2spring,6,9,102,0.17,0.005,0.003,0.76,-0.028,27.8,18.3,44.9,822181,11.16,0.47,5.52,1.97,0.18,5.67,9.19,9.14,4.52,11.12
609,10,70.99,2,2351,2351,1,1992,2spring,6,9,102,0.005,0.005,0.048,0.84,0.084,15.4,21.6,19.9,429878,0.36,0.02,0.03,12.34,34,0.03,-11.98,-10.8,-0.97,-25.12
610,11,86.71,3,2350,2351,1,1992,2spring,6,8,102,0.005,0.005,0.025,2.69,1.848,33.5,24.4,24.4,596262,1.16,0.05,3.2,1.16,1,1,0,0.8,2.2,1.34
611,12,175.05,4,2352,2351,1,1992,2spring,6,10,102,0.02,0.005,0.013,3.89,1.204,34.7,34.1,78.6,2678356,6.72,0.29,5.78,1.68,0.25,4,5.04,5.56,4.78,2.08
612,13,195.59,5,2352,2351,1,1992,2spring,6,10,102,0.02,0.005,0.006,13.61,9.716,59.4,47,29.2,1373088,23.52,1,3.5,23.52,1,1,0,16.8,2.5,12.23
613,7,0,,2385,2386.166667,1,1992,3summer,7,13,103,0.02,0.01,0.01,2.07,,8.9,,,,3.58,0.2,,,,,,,,
614,9,42.34,1,2386,2386.166667,1,1992,3summer,7,14,103,0.02,0.005,0.003,3.84,1.764,28.4,18.7,44.9,837620,6.64,0.36,1.86,6.64,1,1,0,3.06,0.86,3.65
615,10,70.99,2,2386,2386.166667,1,1992,3summer,7,14,103,0.005,0.005,0.018,4.31,0.476,25.7,27,19.9,538246,1.86,0.1,0.28,7.45,4,0.25,-5.59,-4.77,-0.72,-8.87
616,11,86.71,3,2386,2386.166667,1,1992,3summer,7,14,103,0.01,0.005,0.01,7.08,2.772,42.5,34.1,24.4,831151,6.12,0.33,3.29,3.06,0.5,2,3.06,4.26,2.29,5.12
617,12,175.05,4,2387,2386.166667,1,1992,3summer,7,15,103,0.25,0.005,0.015,10.81,3.724,40.8,41.6,78.6,3271789,233.5,12.74,38.17,9.34,0.04,25,224.16,227.38,37.17,69.5
618,13,195.59,5,2387,2386.166667,1,1992,3summer,7,15,103,0.01,0.005,0.004,21.22,10.416,60.5,50.6,29.2,1478582,18.33,1,0.08,458.35,25,0.04,-440.02,-215.16,-0.92,-145.52
619,7,0,,2413,2413.5,1,1992,3summer,8,10,104,0.05,0.02,0.01,0.5,,8.6,,,,2.16,0.16,,,,,,,,
620,9,42.34,1,2414,2413.5,1,1992,3summer,8,11,104,0.29,0.005,0.004,0.81,0.308,27.8,18.2,44.9,816572,20.3,1.52,9.4,3.5,0.17,5.8,16.8,18.14,8.4,22.21
621,10,70.99,2,2414,2413.5,1,1992,3summer,8,11,104,0.02,0.005,0.011,1.09,0.28,17.9,22.8,19.9,454624,1.88,0.14,0.09,27.31,14.5,0.07,-25.43,-18.41,-0.91,-40.5
622,11,86.71,3,2414,2413.5,1,1992,3summer,8,11,104,0.005,0.06,0.02,2.3,1.204,31.1,24.5,24.4,597598,0.99,0.07,0.53,3.97,4,0.25,-2.98,-0.89,-0.47,-1.49
623,12,175.05,4,2413,2413.5,1,1992,3summer,8,10,104,0.005,0.01,0.006,3.39,1.092,33,32,78.6,2517982,1.46,0.11,1.47,1.46,1,1,0,0.47,0.47,0.19
624,13,195.59,5,2413,2413.5,1,1992,3summer,8,10,104,0.02,0.005,0.003,7.73,4.34,57.9,45.4,29.2,1326839,13.36,1,9.12,3.34,0.25,4,10.02,11.89,8.12,8.96
625,7,0,,2448,2448,1,1992,3summer,9,14,105,0.05,0.01,0.01,0.67,,8.8,,,,2.89,0.05,,,,,,,,
626,9,42.34,1,2448,2448,1,1992,3summer,9,14,105,0.09,0.005,0.004,3.22,2.548,28.3,18.5,44.9,832533,25.04,0.42,8.65,13.91,0.56,1.8,11.13,22.14,7.65,26.6
627,10,70.99,2,2448,2448,1,1992,3summer,9,14,105,0.01,0.005,0.009,3.36,0.14,25.2,26.7,19.9,532517,2.9,0.05,0.12,26.13,9,0.11,-23.22,-22.14,-0.88,-41.57
628,11,86.71,3,2448,2448,1,1992,3summer,9,14,105,0.01,0.005,0.011,5.1,1.736,40.7,33,24.4,804382,4.41,0.07,1.52,4.41,1,1,0,1.5,0.52,1.87
629,12,175.05,4,2448,2448,1,1992,3summer,9,14,105,0.03,0.005,0.007,7.14,2.044,39.7,40.2,78.6,3160025,18.51,0.31,4.2,6.17,0.33,3,12.34,14.1,3.2,4.46
630,13,195.59,5,2448,2448,1,1992,3summer,9,14,105,0.06,0.005,0.006,11.51,4.368,58.9,49.3,29.2,1439665,59.67,1,3.22,29.83,0.5,2,29.83,41.16,2.22,28.59
631,7,0,,2483,2483.333333,1,1992,4autumn,10,19,106,0.01,0.01,0.001,1.26,,8.9,,,,1.09,0.02,,,,,,,,
632,9,42.34,1,2483,2483.333333,1,1992,4autumn,10,19,106,0.07,0.01,0.005,3.78,2.52,28.4,18.7,44.9,837299,22.86,0.47,21,3.27,0.14,7,19.6,21.77,20,26
633,10,70.99,2,2483,2483.333333,1,1992,4autumn,10,19,106,0.005,0.02,0.003,4.34,0.56,25.7,27,19.9,538201,1.87,0.04,0.08,26.25,14,0.07,-24.37,-20.99,-0.92,-38.99
634,11,86.71,3,2483,2483.333333,1,1992,4autumn,10,19,106,0.01,0.005,0.005,7,2.66,42.4,34.1,24.4,830761,6.05,0.12,3.23,3.02,0.5,2,3.02,4.17,2.23,5.02
635,12,175.05,4,2484,2483.333333,1,1992,4autumn,10,20,106,0.02,0.005,0.013,12.88,5.88,40.9,41.7,78.6,3275827,22.26,0.46,3.68,11.13,0.5,2,11.13,16.21,2.68,4.95
636,13,195.59,5,2484,2483.333333,1,1992,4autumn,10,20,106,0.03,0.005,0.008,18.68,5.796,60.2,50.5,29.2,1475888,48.42,1,2.18,32.28,0.67,1.5,16.14,26.16,1.18,17.73
637,7,0,,2511,2511.333333,1,1992,4autumn,11,16,107,0.12,0.03,0.01,1.51,,8.9,,,,15.66,0.02,,,,,,,,
638,9,42.34,1,2511,2511.333333,1,1992,4autumn,11,16,107,0.23,0.005,0.005,4.59,3.08,28.6,18.7,44.9,841118,91.21,0.12,5.83,47.59,0.52,1.92,43.62,75.56,4.83,89.83
639,10,70.99,2,2511,2511.333333,1,1992,4autumn,11,16,107,0.16,0.005,0.006,5.18,0.588,25.8,27.2,19.9,541319,71.61,0.1,0.79,102.94,1.44,0.7,-31.33,-19.6,-0.21,-36.22
640,11,86.71,3,2511,2511.333333,1,1992,4autumn,11,16,107,0.03,0.01,0.004,8.12,2.94,42.9,34.3,24.4,837731,21.05,0.03,0.29,112.25,5.33,0.19,-91.2,-50.56,-0.71,-60.36
641,12,175.05,4,2512,2511.333333,1,1992,4autumn,11,17,107,0.07,0.005,0.013,12.68,4.564,40.9,41.9,78.6,3292270,76.69,0.1,3.64,32.87,0.43,2.33,43.82,55.64,2.64,16.9
642,13,195.59,5,2512,2511.333333,1,1992,4autumn,11,17,107,0.48,0.005,0.006,18.14,5.46,60.1,50.5,29.2,1474666,752.3,1,9.81,109.71,0.15,6.86,642.59,675.61,8.81,458.15
643,7,0,,2539,2539.333333,1,1992,1winter,12,14,108,0.31,0.05,0.01,1.12,,8.9,,,,30,0.16,,,,,,,,
644,9,42.34,1,2539,2539.333333,1,1992,1winter,12,14,108,0.52,0.01,0.01,3.36,2.24,28.3,18.6,44.9,835271,150.96,0.8,5.03,89.99,0.6,1.68,60.96,120.96,4.03,144.82
645,10,70.99,2,2539,2539.333333,1,1992,1winter,12,14,108,0.46,0.05,0.018,3.64,0.28,25.4,26.8,19.9,534612,144.67,0.76,0.96,163.54,1.13,0.88,-18.87,-6.29,-0.04,-11.77
